billing_class,billing_code, billing_code_type, billing_code_modifier
"professional","E2377","HCPCS","['RR']"
"professional","72191","CPT","['U1']"
"professional","58673","CPT","[]"
"professional","46748","CPT","[]"
"professional","57109","CPT","[]"
"professional","81284","CPT","['26']"
"professional","28140","CPT","[]"
"professional","40799","CPT","[]"
"professional","74420","CPT","['27']"
"professional","27536","CPT","[]"
"professional","22224","CPT","[]"
"professional","33465","CPT","[]"
"professional","L5707","HCPCS","['UE']"
"professional","84450","CPT","['QW']"
"professional","33925","CPT","[]"
"professional","E2606","HCPCS","['RR','UE','KE']"
"professional","E0956","HCPCS","['RR','NU','KE']"
"institutional","59515","CPT","[]"
"professional","V2121","HCPCS","['NU']"
"professional","E2623","HCPCS","['RR','KE']"
"institutional","54115","CPT","[]"
"professional","E2365","HCPCS","['RR','KE']"
"professional","83937","CPT","['26']"
"professional","L8513","HCPCS","['NU']"
"institutional","0343","MS-DRG","[]"
"institutional","0D168ZA","ICD","[]"
"professional","76830","CPT","['TC']"
"professional","E2612","HCPCS","['UE']"
"professional","22846","CPT","['U1']"
"institutional","C9781","HCPCS","[]"
"institutional","63307","CPT","[]"
"professional","C1726","HCPCS","[]"
"professional","51784","CPT","['26']"
"institutional","D92DDZZ","ICD","[]"
"professional","E1238","HCPCS","['UE']"
"professional","J3260","HCPCS","[]"
"institutional","56605","CPT","[]"
"professional","G8535","HCPCS","[]"
"professional","82938","CPT","['27']"
"professional","26567","CPT","[]"
"professional","0633T","CPT","[]"
"professional","46761","CPT","['U1']"
"institutional","61312","CPT","[]"
"professional","59622","CPT","[]"
"institutional","36226","CPT","[]"
"professional","49083","CPT","['U1']"
"professional","K0836","HCPCS","['KJ']"
"professional","E0850","HCPCS","['NU']"
"professional","E0615","HCPCS","['UE']"
"professional","L1720","HCPCS","['NU']"
"professional","69662","CPT","[]"
"professional","A4396","HCPCS","[]"
"institutional","HDL1","CSTM-ALL","[]"
"institutional","0263T","CPT","[]"
"professional","A7520","HCPCS","['NU']"
"professional","E0370","HCPCS","['RR']"
"professional","33518","CPT","[]"
"professional","84703","CPT","[]"
"professional","E2396","HCPCS","['NU','KE']"
"professional","90650","CPT","[]"
"professional","75561","CPT","['26']"
"professional","33858","CPT","[]"
"institutional","0576","MS-DRG","[]"
"professional","E0135","HCPCS","['NU']"
"institutional","44405","CPT","[]"
"professional","E0941","HCPCS","['26']"
"professional","23440","CPT","['U1']"
"professional","93459","CPT","['TC']"
"professional","K0859","HCPCS","['KH']"
"professional","12015","CPT","[]"
"professional","93005","CPT","['U1']"
"professional","87088","CPT","['U1']"
"professional","74440","CPT","['U1']"
"institutional","44300","CPT","[]"
"professional","86674","CPT","['U1']"
"institutional","44314","CPT","[]"
"professional","43193","CPT","['U1']"
"professional","76145","CPT","[]"
"professional","44121","CPT","['U1']"
"professional","V2628","HCPCS","['NU']"
"professional","L3160","HCPCS","['NU']"
"professional","59000","CPT","['U1']"
"professional","33228","CPT","[]"
"professional","K0831","HCPCS","['NU']"
"professional","13121","CPT","['U1']"
"professional","27077","CPT","[]"
"professional","52234","CPT","['U1']"
"professional","K0045","HCPCS","['26']"
"professional","E1016","HCPCS","[]"
"professional","V2523","HCPCS","['RR']"
"institutional","C7524","HCPCS","[]"
"professional","23545","CPT","[]"
"professional","31615","CPT","['U1']"
"professional","0640T","CPT","[]"
"professional","93622","CPT","['27']"
"professional","84285","CPT","['27']"
"professional","94690","CPT","['27']"
"professional","29550","CPT","['U1']"
"institutional","92950","CPT","[]"
"professional","83615","CPT","['26']"
"professional","0694T","CPT","[]"
"professional","E2619","HCPCS","['UE','KE']"
"institutional","92978","CPT","[]"
"professional","A6604","HCPCS","['NU']"
"professional","34471","CPT","['U1']"
"professional","H0031","HCPCS","['TS']"
"professional","77321","CPT","['26']"
"institutional","31637","CPT","[]"
"professional","82585","CPT","['27']"
"institutional","31623","CPT","[]"
"professional","27500","CPT","['U1']"
"professional","G9108","HCPCS","[]"
"professional","86890","CPT","[]"
"professional","87550","CPT","['U1']"
"professional","E1802","HCPCS","[]"
"institutional","0813T","CPT","[]"
"professional","94452","CPT","[]"
"institutional","5A1522H","ICD","[]"
"professional","74329","CPT","['27']"
"professional","E2330","HCPCS","[]"
"professional","64612","CPT","['U1']"
"professional","A4639","HCPCS","[]"
"institutional","53215","CPT","[]"
"professional","36476","CPT","['U1']"
"professional","G0420","HCPCS","[]"
"institutional","C9734","HCPCS","[]"
"professional","76642","CPT","['26']"
"professional","33612","CPT","['U1']"
"professional","E1285","HCPCS","['RR']"
"institutional","33814","CPT","[]"
"professional","38211","CPT","[]"
"professional","29450","CPT","[]"
"professional","85045","CPT","['TC']"
"professional","25449","CPT","['U1']"
"institutional","33800","CPT","[]"
"professional","35400","CPT","['TC']"
"institutional","53510","CPT","[]"
"institutional","64702","CPT","[]"
"professional","82376","CPT","['26']"
"professional","78230","CPT","['27']"
"institutional","64716","CPT","[]"
"professional","E0990","HCPCS","[]"
"institutional","0081","MS-DRG","[]"
"institutional","33622","CPT","[]"
"professional","35112","CPT","['U1']"
"professional","77763","CPT","['U1']"
"professional","63047","CPT","[]"
"professional","93350","CPT","['TC']"
"institutional","0D194KB","ICD","[]"
"professional","85557","CPT","['U1']"
"professional","87530","CPT","['27']"
"professional","90671","CPT","['SE']"
"professional","61538","CPT","['U1']"
"professional","A9279","HCPCS","['NU']"
"professional","K0042","HCPCS","['RR','KE']"
"professional","67835","CPT","[]"
"institutional","21422","CPT","[]"
"professional","87581","CPT","[]"
"professional","E2368","HCPCS","[]"
"institutional","21436","CPT","[]"
"professional","62267","CPT","[]"
"professional","L3550","HCPCS","[]"
"institutional","0895","MS-DRG","[]"
"institutional","41015","CPT","[]"
"professional","22854","CPT","[]"
"professional","E0184","HCPCS","[]"
"professional","36907","CPT","[]"
"professional","90845","CPT","['G0']"
"professional","22514","CPT","[]"
"professional","90964","CPT","['95']"
"professional","58563","CPT","['U1']"
"professional","77085","CPT","['26']"
"professional","E0607","HCPCS","['NU']"
"professional","A4638","HCPCS","['NU']"
"professional","74235","CPT","[]"
"professional","E0296","HCPCS","['KJ']"
"professional","41827","CPT","[]"
"professional","83630","CPT","['TC']"
"professional","J0883","HCPCS","[]"
"professional","J7502","HCPCS","[]"
"professional","E0442","HCPCS","['RR']"
"professional","93225","CPT","['TC']"
"professional","86343","CPT","[]"
"professional","J1730","HCPCS","[]"
"institutional","DXL1","CSTM-ALL","[]"
"professional","28008","CPT","['U1']"
"professional","86146","CPT","['U1']"
"professional","E0749","HCPCS","['NU']"
"professional","26116","CPT","['U1']"
"professional","0555T","CPT","[]"
"professional","31254","CPT","[]"
"institutional","2W3BX3Z","ICD","[]"
"professional","80354","CPT","['TC']"
"institutional","0292","MS-DRG","[]"
"professional","0358U","CPT","[]"
"professional","01214","CPT","[]"
"professional","33767","CPT","['U1']"
"professional","92597","CPT","['TC']"
"professional","85130","CPT","['TC']"
"professional","20955","CPT","[]"
"professional","65778","CPT","[]"
"professional","Q4183","HCPCS","[]"
"professional","0581T","CPT","[]"
"professional","28292","CPT","[]"
"professional","64818","CPT","[]"
"institutional","28008","CPT","[]"
"professional","99058","CPT","[]"
"institutional","25420","CPT","[]"
"institutional","28725","CPT","[]"
"institutional","28020","CPT","[]"
"professional","54690","CPT","['U1']"
"professional","43237","CPT","['U1']"
"professional","58558","CPT","['U1']"
"professional","87902","CPT","['26']"
"professional","82671","CPT","[]"
"professional","52341","CPT","['U1']"
"professional","11404","CPT","[]"
"professional","33886","CPT","[]"
"institutional","27435","CPT","[]"
"professional","E2607","HCPCS","['RR','KE']"
"institutional","27330","CPT","[]"
"professional","L3962","HCPCS","[]"
"institutional","27409","CPT","[]"
"professional","L5950","HCPCS","['UE']"
"professional","27495","CPT","[]"
"institutional","0100","RC","[]"
"institutional","27324","CPT","[]"
"professional","J1105","HCPCS","[]"
"professional","0637T","CPT","['TC']"
"professional","93241","CPT","[]"
"professional","E2374","HCPCS","['RR','NU','KE']"
"professional","A8001","HCPCS","['UE']"
"professional","64425","CPT","[]"
"professional","E2120","HCPCS","['UE']"
"professional","93619","CPT","['27']"
"professional","27475","CPT","['U1']"
"professional","A4247","HCPCS","[]"
"professional","85060","CPT","['26']"
"professional","87425","CPT","['U1']"
"professional","99347","CPT","['95']"
"professional","E0693","HCPCS","['RR']"
"professional","15136","CPT","[]"
"institutional","35621","CPT","[]"
"professional","88289","CPT","['U1']"
"professional","31760","CPT","['U1']"
"professional","29425","CPT","['U1']"
"institutional","38530","CPT","[]"
"institutional","38209","CPT","[]"
"institutional","0DL64CZ","ICD","[]"
"institutional","58820","CPT","[]"
"professional","19283","CPT","[]"
"professional","L8501","HCPCS","['UE']"
"professional","80185","CPT","['TC']"
"professional","20664","CPT","[]"
"institutional","62010","CPT","[]"
"institutional","38221","CPT","[]"
"professional","98009","CPT","[]"
"professional","E2373","HCPCS","['NU','UE','KC']"
"professional","96133","CPT","['HA']"
"professional","32505","CPT","['U1']"
"professional","92555","CPT","['U1']"
"institutional","44202","CPT","[]"
"professional","82140","CPT","['U1']"
"professional","51841","CPT","['U1']"
"professional","A4618","HCPCS","[]"
"professional","A9583","HCPCS","[]"
"professional","E2311","HCPCS","[]"
"professional","22110","CPT","['U1']"
"professional","99205","CPT","[]"
"professional","E2101","HCPCS","['NU']"
"professional","A5514","HCPCS","['NU']"
"professional","87324","CPT","['U1']"
"professional","L6250","HCPCS","['UE']"
"professional","28496","CPT","['U1']"
"professional","37761","CPT","['U1']"
"institutional","49616","CPT","[]"
"professional","L8480","HCPCS","[]"
"institutional","29530","CPT","[]"
"institutional","24635","CPT","[]"
"professional","80069","CPT","['27']"
"professional","L5971","HCPCS","['NU']"
"institutional","C7545","HCPCS","[]"
"institutional","24130","CPT","[]"
"professional","24076","CPT","[]"
"professional","35637","CPT","[]"
"professional","30125","CPT","[]"
"professional","73610","CPT","['U1']"
"professional","0462U","CPT","[]"
"professional","E2616","HCPCS","['UE','NU','KE']"
"professional","A4640","HCPCS","[]"
"professional","G0459","HCPCS","[]"
"institutional","61501","CPT","[]"
"professional","V2112","HCPCS","['NU']"
"institutional","1000","RC","[]"
"professional","17283","CPT","['U1']"
"institutional","61210","CPT","[]"
"professional","E2621","HCPCS","['UE']"
"professional","65865","CPT","[]"
"professional","92341","CPT","[]"
"professional","83500","CPT","[]"
"professional","90875","CPT","['26']"
"professional","L6250","HCPCS","[]"
"professional","54340","CPT","['U1']"
"professional","L6570","HCPCS","['NU']"
"professional","J2805","HCPCS","[]"
"professional","G6006","HCPCS","[]"
"professional","98961","CPT","['G0']"
"professional","L5962","HCPCS","[]"
"professional","G0442","HCPCS","['GT']"
"institutional","0695","MS-DRG","[]"
"professional","E1037","HCPCS","[]"
"professional","E0159","HCPCS","['26']"
"professional","20979","CPT","[]"
"professional","44155","CPT","[]"
"professional","45378","CPT","['U1']"
"professional","86063","CPT","[]"
"professional","B4180","HCPCS","['NU']"
"professional","90993","CPT","[]"
"professional","J0490","HCPCS","[]"
"professional","81292","CPT","[]"
"professional","86355","CPT","['TC']"
"professional","Q0502","HCPCS","[]"
"professional","96402","CPT","[]"
"professional","64834","CPT","[]"
"professional","82120","CPT","['27']"
"professional","S4020","HCPCS","[]"
"professional","86709","CPT","['U1']"
"institutional","11426","CPT","[]"
"professional","84580","CPT","[]"
"professional","99378","CPT","[]"
"professional","G2080","HCPCS","[]"
"professional","E1823","HCPCS","[]"
"professional","0445T","CPT","[]"
"professional","23473","CPT","['U1']"
"professional","G9129","HCPCS","[]"
"professional","0248U","CPT","[]"
"professional","69552","CPT","['U1']"
"professional","94617","CPT","['26']"
"institutional","26608","CPT","[]"
"professional","88305","CPT","['TC']"
"professional","27884","CPT","[]"
"professional","84620","CPT","['27']"
"institutional","0D198K9","ICD","[]"
"professional","E1225","HCPCS","['KJ']"
"professional","84202","CPT","['26']"
"institutional","26125","CPT","[]"
"professional","86481","CPT","[]"
"professional","83921","CPT","['TC']"
"professional","G0027","HCPCS","[]"
"institutional","67516","CPT","[]"
"institutional","0942T","CPT","[]"
"professional","15789","CPT","[]"
"professional","A4929","HCPCS","['NU']"
"professional","J7316","HCPCS","[]"
"institutional","93567","CPT","[]"
"professional","42826","CPT","[]"
"institutional","93573","CPT","[]"
"institutional","0402T","CPT","[]"
"institutional","0486","MS-DRG","[]"
"professional","58262","CPT","['U1']"
"professional","51792","CPT","['TC']"
"professional","E0162","HCPCS","['26']"
"professional","E1224","HCPCS","[]"
"professional","64876","CPT","['U1']"
"professional","76826","CPT","['26']"
"professional","L8684","HCPCS","['NU']"
"institutional","42215","CPT","[]"
"professional","A4266","HCPCS","[]"
"professional","E1002","HCPCS","['UE','KE']"
"professional","28810","CPT","[]"
"professional","40842","CPT","['U1']"
"institutional","22800","CPT","[]"
"professional","22634","CPT","[]"
"institutional","42510","CPT","[]"
"professional","J1930","HCPCS","[]"
"professional","84377","CPT","['26']"
"professional","86732","CPT","['U1']"
"professional","87592","CPT","['TC']"
"professional","E0236","HCPCS","['RR']"
"professional","K0015","HCPCS","['KJ']"
"professional","93451","CPT","['TC']"
"professional","95723","CPT","[]"
"professional","K0851","HCPCS","['KH']"
"professional","71270","CPT","['TC']"
"professional","99496","CPT","[]"
"professional","77062","CPT","['U1']"
"professional","58263","CPT","[]"
"professional","49422","CPT","[]"
"professional","76014","CPT","[]"
"professional","61684","CPT","[]"
"professional","L6676","HCPCS","[]"
"professional","62147","CPT","[]"
"professional","73706","CPT","[]"
"professional","81292","CPT","['TC']"
"professional","96121","CPT","['G0']"
"professional","21386","CPT","[]"
"professional","95180","CPT","['TC']"
"professional","36516","CPT","[]"
"professional","27357","CPT","[]"
"professional","92626","CPT","['G0']"
"professional","92132","CPT","['TC']"
"professional","E2102","HCPCS","[]"
"professional","15845","CPT","['U1']"
"professional","85378","CPT","['27']"
"professional","E1510","HCPCS","['NU']"
"professional","21501","CPT","['U1']"
"professional","0784T","CPT","[]"
"professional","E2623","HCPCS","['UE','NU','KE']"
"professional","L8693","HCPCS","[]"
"professional","22905","CPT","[]"
"professional","42845","CPT","['U1']"
"professional","0189U","CPT","[]"
"professional","95812","CPT","[]"
"professional","70492","CPT","['26']"
"professional","E2231","HCPCS","['RR']"
"professional","81401","CPT","[]"
"professional","77002","CPT","['27']"
"professional","93583","CPT","[]"
"professional","22900","CPT","['U1']"
"institutional","0673T","CPT","[]"
"professional","82950","CPT","['U1']"
"professional","A4453","HCPCS","[]"
"professional","78433","CPT","[]"
"professional","E0982","HCPCS","['RR']"
"professional","44620","CPT","['U1']"
"professional","L3762","HCPCS","[]"
"professional","94772","CPT","[]"
"professional","50695","CPT","[]"
"professional","0506T","CPT","['TC']"
"professional","J1749","HCPCS","[]"
"professional","54235","CPT","['U1']"
"professional","B4224","HCPCS","['NU']"
"professional","15120","CPT","['U1']"
"professional","23665","CPT","[]"
"institutional","RAD","CSTM-ALL","[]"
"institutional","52000","CPT","[]"
"professional","42120","CPT","['U1']"
"professional","E1230","HCPCS","['UE']"
"professional","28175","CPT","['U1']"
"professional","92625","CPT","['26']"
"professional","Q4238","HCPCS","[]"
"professional","95004","CPT","['U1']"
"professional","87476","CPT","['27']"
"professional","93750","CPT","['GQ']"
"professional","25441","CPT","['U1']"
"institutional","0965","MS-DRG","[]"
"professional","E0471","HCPCS","['RR']"
"institutional","35901","CPT","[]"
"professional","26125","CPT","['U1']"
"professional","L5692","HCPCS","[]"
"professional","L8509","HCPCS","[]"
"professional","99282","CPT","['U1']"
"professional","83582","CPT","['26']"
"institutional","58700","CPT","[]"
"professional","80367","CPT","['TC']"
"institutional","DD24DZZ","ICD","[]"
"professional","73560","CPT","['26']"
"professional","E2298","HCPCS","[]"
"professional","20696","CPT","[]"
"professional","0601T","CPT","[]"
"professional","87538","CPT","['27']"
"professional","23155","CPT","[]"
"professional","61530","CPT","['U1']"
"professional","L2265","HCPCS","['UE']"
"institutional","55300","CPT","[]"
"professional","E1014","HCPCS","['KI']"
"institutional","47605","CPT","[]"
"institutional","10008","CPT","[]"
"professional","Q2052","HCPCS","[]"
"professional","B5100","HCPCS","['NU']"
"professional","33534","CPT","[]"
"institutional","47100","CPT","[]"
"professional","A6525","HCPCS","[]"
"professional","0723T","CPT","[]"
"professional","E0860","HCPCS","[]"
"professional","28011","CPT","[]"
"professional","36226","CPT","[]"
"professional","76815","CPT","[]"
"institutional","27232","CPT","[]"
"professional","43204","CPT","['U1']"
"professional","81331","CPT","[]"
"professional","E2619","HCPCS","['NU','UE','KE']"
"professional","28810","CPT","['U1']"
"professional","E0114","HCPCS","['UE']"
"institutional","27226","CPT","[]"
"professional","43497","CPT","['26']"
"professional","67314","CPT","[]"
"professional","57289","CPT","['U1']"
"professional","46060","CPT","['U1']"
"professional","95961","CPT","['U1']"
"institutional","0383","RC","[]"
"professional","27616","CPT","[]"
"professional","28260","CPT","[]"
"institutional","28805","CPT","[]"
"professional","0777T","CPT","['26']"
"professional","33745","CPT","[]"
"professional","0109T","CPT","[]"
"institutional","0TF6XZZ","ICD","[]"
"institutional","12035","CPT","[]"
"professional","86870","CPT","['27']"
"institutional","12021","CPT","[]"
"professional","E0641","HCPCS","[]"
"professional","L5726","HCPCS","['NU']"
"professional","K0839","HCPCS","['NU']"
"professional","E0911","HCPCS","['KJ']"
"institutional","28122","CPT","[]"
"professional","E2385","HCPCS","['UE','RR','KE']"
"professional","49553","CPT","['U1']"
"professional","58553","CPT","[]"
"professional","L5668","HCPCS","['NU']"
"professional","22208","CPT","[]"
"professional","T2024","HCPCS","[]"
"professional","21208","CPT","['U1']"
"professional","S0177","HCPCS","[]"
"professional","27446","CPT","['U1']"
"professional","E0619","HCPCS","[]"
"professional","32669","CPT","[]"
"institutional","37722","CPT","[]"
"professional","82672","CPT","['U1']"
"institutional","0744","MS-DRG","[]"
"professional","E2633","HCPCS","['NU']"
"professional","K0012","HCPCS","['NU']"
"professional","25690","CPT","['U1']"
"professional","47544","CPT","[]"
"professional","87285","CPT","['26']"
"professional","80360","CPT","[]"
"professional","84460","CPT","['TC']"
"professional","87635","CPT","['QW']"
"institutional","57410","CPT","[]"
"professional","64585","CPT","['U1']"
"professional","A4594","HCPCS","['NU']"
"professional","27508","CPT","['U1']"
"professional","29040","CPT","[]"
"professional","21346","CPT","['U1']"
"professional","19000","CPT","[]"
"professional","23190","CPT","['U1']"
"professional","78258","CPT","['U1']"
"professional","82360","CPT","['TC']"
"professional","82261","CPT","[]"
"professional","J3241","HCPCS","[]"
"professional","G9487","HCPCS","['GQ']"
"professional","97813","CPT","['U1']"
"professional","49426","CPT","['U1']"
"professional","45905","CPT","[]"
"professional","61556","CPT","[]"
"professional","47538","CPT","['U1']"
"professional","K0802","HCPCS","['NU']"
"professional","J0752","HCPCS","[]"
"institutional","41830","CPT","[]"
"professional","V2755","HCPCS","['NU']"
"professional","99448","CPT","[]"
"institutional","0761","RC","[]"
"professional","86905","CPT","['27']"
"professional","L5816","HCPCS","['UE']"
"professional","L5653","HCPCS","['NU']"
"professional","L8046","HCPCS","['TC']"
"institutional","2W4AX5Z","ICD","[]"
"professional","31626","CPT","['U1']"
"professional","H2036","HCPCS","['U1']"
"professional","15757","CPT","[]"
"professional","87071","CPT","['TC']"
"institutional","33031","CPT","[]"
"institutional","69200","CPT","[]"
"institutional","33025","CPT","[]"
"institutional","64628","CPT","[]"
"institutional","93893","CPT","[]"
"professional","E1222","HCPCS","['NU']"
"institutional","69505","CPT","[]"
"professional","E2608","HCPCS","['NU']"
"professional","0319U","CPT","[]"
"institutional","64600","CPT","[]"
"professional","L3978","HCPCS","['NU']"
"institutional","0557","MS-DRG","[]"
"professional","86060","CPT","['27']"
"institutional","69511","CPT","[]"
"institutional","33720","CPT","[]"
"institutional","33019","CPT","[]"
"professional","E1008","HCPCS","['NU','RR','KE']"
"professional","97112","CPT","[]"
"professional","86753","CPT","[]"
"institutional","33916","CPT","[]"
"institutional","64822","CPT","[]"
"professional","89325","CPT","[]"
"institutional","33902","CPT","[]"
"institutional","64836","CPT","[]"
"professional","K0672","HCPCS","[]"
"professional","92312","CPT","['U1']"
"institutional","31030","CPT","[]"
"professional","86000","CPT","['U1']"
"professional","84445","CPT","['26']"
"professional","A4630","HCPCS","['NU']"
"professional","G0182","HCPCS","['TC']"
"professional","89258","CPT","[]"
"professional","96415","CPT","['U1']"
"professional","33621","CPT","['U1']"
"professional","K0853","HCPCS","[]"
"professional","J0167","HCPCS","[]"
"professional","K0040","HCPCS","['UE','RR','KE']"
"professional","L1831","HCPCS","['NU']"
"professional","62121","CPT","['U1']"
"professional","L6883","HCPCS","['NU']"
"professional","70553","CPT","['27']"
"professional","77750","CPT","['U1']"
"professional","22586","CPT","['U1']"
"professional","35121","CPT","['U1']"
"professional","50547","CPT","[]"
"professional","67345","CPT","['U1']"
"institutional","43116","CPT","[]"
"professional","88374","CPT","[]"
"professional","G9486","HCPCS","[]"
"professional","K0606","HCPCS","['KH']"
"professional","82010","CPT","[]"
"professional","L2114","HCPCS","[]"
"professional","E1161","HCPCS","['KI']"
"professional","0411U","CPT","[]"
"professional","K0047","HCPCS","[]"
"professional","50200","CPT","['U1']"
"professional","58550","CPT","['U1']"
"professional","L2430","HCPCS","['NU']"
"professional","E0650","HCPCS","['26']"
"institutional","43831","CPT","[]"
"institutional","43825","CPT","[]"
"professional","48145","CPT","['U1']"
"professional","97155","CPT","['HO']"
"professional","12034","CPT","[]"
"professional","44147","CPT","['U1']"
"institutional","44615","CPT","[]"
"institutional","29800","CPT","[]"
"institutional","0DQR3ZZ","ICD","[]"
"professional","27766","CPT","[]"
"professional","K0857","HCPCS","['NU']"
"professional","28310","CPT","[]"
"professional","51736","CPT","['U1']"
"institutional","29828","CPT","[]"
"professional","93882","CPT","['TC']"
"institutional","44110","CPT","[]"
"institutional","49215","CPT","[]"
"professional","76818","CPT","[]"
"professional","90671","CPT","[]"
"professional","46614","CPT","[]"
"professional","E2602","HCPCS","['26']"
"professional","L0462","HCPCS","['NU']"
"professional","E1228","HCPCS","['26']"
"professional","86950","CPT","['27']"
"professional","H2000","HCPCS","[]"
"professional","67015","CPT","[]"
"professional","J0710","HCPCS","[]"
"professional","V2700","HCPCS","['NU']"
"institutional","0UQC3ZZ","ICD","[]"
"professional","27428","CPT","['U1']"
"professional","A6532","HCPCS","['AW']"
"professional","G0306","HCPCS","['TC']"
"institutional","0515","MS-DRG","[]"
"professional","99173","CPT","['U1']"
"professional","80210","CPT","[]"
"professional","V2020","HCPCS","['UE']"
"professional","69643","CPT","[]"
"professional","82240","CPT","['TC']"
"institutional","61613","CPT","[]"
"professional","96002","CPT","['26']"
"professional","E1032","HCPCS","['RR']"
"institutional","61607","CPT","[]"
"professional","L1270","HCPCS","[]"
"professional","87536","CPT","['U1']"
"institutional","36905","CPT","[]"
"professional","27566","CPT","['U1']"
"professional","77778","CPT","[]"
"professional","G0248","HCPCS","['TC']"
"professional","E0910","HCPCS","['KH']"
"professional","90791","CPT","['22']"
"professional","V5244","HCPCS","[]"
"professional","84540","CPT","['TC']"
"professional","90702","CPT","['26']"
"professional","E0780","HCPCS","['RR']"
"professional","G0136","HCPCS","['26']"
"professional","29130","CPT","[]"
"institutional","D926DZZ","ICD","[]"
"professional","26546","CPT","[]"
"institutional","0378","MS-DRG","[]"
"professional","96440","CPT","['U1']"
"professional","74261","CPT","['U1']"
"professional","83080","CPT","['27']"
"professional","36410","CPT","['U1']"
"professional","E0225","HCPCS","[]"
"institutional","63103","CPT","[]"
"professional","77605","CPT","[]"
"professional","84410","CPT","['26']"
"professional","J9260","HCPCS","[]"
"professional","80061","CPT","[]"
"professional","93278","CPT","['TC']"
"professional","E2367","HCPCS","['NU','UE','KE']"
"professional","T5999","HCPCS","[]"
"professional","44186","CPT","[]"
"professional","38500","CPT","[]"
"professional","30310","CPT","['U1']"
"professional","28055","CPT","['U1']"
"professional","E0951","HCPCS","['UE']"
"professional","82310","CPT","['26']"
"institutional","54400","CPT","[]"
"professional","32664","CPT","[]"
"professional","87556","CPT","['27']"
"institutional","59000","CPT","[]"
"professional","19301","CPT","[]"
"professional","86788","CPT","['26']"
"institutional","46600","CPT","[]"
"professional","98929","CPT","['TC']"
"institutional","46614","CPT","[]"
"professional","27517","CPT","[]"
"institutional","11720","CPT","[]"
"institutional","0320","MS-DRG","[]"
"professional","33904","CPT","[]"
"professional","Q4031","HCPCS","[]"
"professional","A9603","HCPCS","[]"
"professional","90940","CPT","[]"
"professional","76965","CPT","[]"
"professional","K0051","HCPCS","['UE','KE']"
"professional","S3000","HCPCS","[]"
"professional","K0005","HCPCS","[]"
"professional","E2386","HCPCS","['NU','RR','KE']"
"professional","K0849","HCPCS","[]"
"professional","E0605","HCPCS","['26']"
"professional","G2086","HCPCS","['GT']"
"professional","87290","CPT","[]"
"professional","49013","CPT","[]"
"professional","81241","CPT","[]"
"professional","78701","CPT","['26']"
"institutional","0927","MS-DRG","[]"
"professional","L3982","HCPCS","['RR']"
"institutional","67101","CPT","[]"
"professional","99283","CPT","['GQ']"
"institutional","67115","CPT","[]"
"professional","28120","CPT","['U1']"
"professional","A7031","HCPCS","['RR']"
"professional","31805","CPT","[]"
"professional","20670","CPT","['U1']"
"professional","11950","CPT","['U1']"
"professional","J9073","HCPCS","[]"
"professional","K0607","HCPCS","['KJ']"
"professional","E0424","HCPCS","['RR']"
"professional","69727","CPT","['TC']"
"professional","35001","CPT","['U1']"
"professional","0329T","CPT","[]"
"institutional","C7532","HCPCS","[]"
"professional","85018","CPT","['TC']"
"professional","31545","CPT","[]"
"professional","80332","CPT","['TC']"
"professional","36565","CPT","['U1']"
"institutional","0991T","CPT","[]"
"professional","26170","CPT","['U1']"
"institutional","30906","CPT","[]"
"professional","50437","CPT","[]"
"professional","31649","CPT","[]"
"professional","87380","CPT","['TC']"
"professional","55821","CPT","['U1']"
"professional","97154","CPT","['HM']"
"professional","89051","CPT","['26']"
"professional","83718","CPT","['TC']"
"professional","30469","CPT","[]"
"professional","90956","CPT","['G0']"
"professional","A4233","HCPCS","['KL']"
"professional","54105","CPT","[]"
"professional","H0004","HCPCS","['HR']"
"institutional","15736","CPT","[]"
"professional","82160","CPT","[]"
"professional","A6567","HCPCS","[]"
"professional","62194","CPT","[]"
"professional","J2182","HCPCS","[]"
"institutional","42107","CPT","[]"
"professional","L2510","HCPCS","['NU']"
"professional","Q4222","HCPCS","[]"
"professional","50320","CPT","['U1']"
"institutional","42808","CPT","[]"
"professional","E0141","HCPCS","['UE']"
"professional","43251","CPT","['U1']"
"professional","L5688","HCPCS","[]"
"professional","L8513","HCPCS","[]"
"professional","E2397","HCPCS","['UE']"
"professional","0406U","CPT","[]"
"professional","88108","CPT","[]"
"professional","S9445","HCPCS","[]"
"institutional","42820","CPT","[]"
"professional","56420","CPT","['U1']"
"professional","L4210","HCPCS","['NU']"
"professional","92986","CPT","['U1']"
"professional","43499","CPT","[]"
"professional","V2430","HCPCS","['RR']"
"professional","E0603","HCPCS","[]"
"professional","C2628","HCPCS","[]"
"professional","52327","CPT","['U1']"
"professional","E1822","HCPCS","['RR']"
"professional","47556","CPT","['U1']"
"professional","J3010","HCPCS","[]"
"professional","35206","CPT","[]"
"institutional","20220","CPT","[]"
"professional","95954","CPT","['27']"
"institutional","0611","RC","[]"
"professional","0421T","CPT","[]"
"professional","K0018","HCPCS","['26']"
"professional","21355","CPT","[]"
"institutional","20525","CPT","[]"
"professional","Q0491","HCPCS","[]"
"professional","E2614","HCPCS","['UE','KE']"
"professional","92083","CPT","['27']"
"professional","A0160","HCPCS","[]"
"professional","77610","CPT","['27']"
"professional","31648","CPT","['U1']"
"institutional","65114","CPT","[]"
"institutional","68500","CPT","[]"
"professional","29892","CPT","[]"
"professional","82627","CPT","['U1']"
