billing_class,billing_code,billing_code_type,billing_code_modifier,verdict,rule,reason
professional,87507,CPT,[],ALLOW,ok,
professional,54304,CPT,['U1'],ALLOW,ok,
professional,00910,CPT,[],ALLOW,ok,
institutional,21260,CPT,[],ALLOW,ok,
professional,L5050,HCPCS,['NU'],ALLOW,ok,
professional,66940,CPT,['U1'],ALLOW,ok,
professional,35302,CPT,[],ALLOW,ok,
professional,30410,CPT,[],ALLOW,ok,
professional,E2395,HCPCS,"['NU','RR','KE']",ALLOW,ok,
professional,27280,CPT,[],ALLOW,ok,
professional,V2313,HCPCS,['RR'],ALLOW,ok,
professional,E1700,HCPCS,['TC'],DENY,mod.pctc_no_split,modifier TC on a code with no professional/technical component split
professional,00450,CPT,[],ALLOW,ok,
institutional,21248,CPT,[],ALLOW,ok,
professional,88300,CPT,[],ALLOW,ok,
professional,46716,CPT,['U1'],ALLOW,ok,
professional,96137,CPT,[],ALLOW,ok,
professional,K0841,HCPCS,['KJ'],ALLOW,ok,
professional,A6224,HCPCS,[],ALLOW,ok,
institutional,0670,MS-DRG,[],ALLOW,ok,
professional,54001,CPT,[],ALLOW,ok,
professional,75600,CPT,[],ALLOW,ok,
professional,64809,CPT,['U1'],ALLOW,ok,
professional,27884,CPT,['U1'],ALLOW,ok,
professional,33947,CPT,['U1'],ALLOW,ok,
institutional,43848,CPT,[],ALLOW,ok,
professional,58353,CPT,['U1'],ALLOW,ok,
professional,E0969,HCPCS,['NU'],ALLOW,ok,
professional,L5987,HCPCS,[],ALLOW,ok,
institutional,23570,CPT,[],ALLOW,ok,
professional,92978,CPT,['26'],ALLOW,ok,
institutional,43860,CPT,[],ALLOW,ok,
professional,G0406,HCPCS,['GT'],ALLOW,ok,
professional,E0249,HCPCS,['RR'],ALLOW,ok,
professional,78499,CPT,[],ALLOW,ok,
institutional,31075,CPT,[],ALLOW,ok,
institutional,0628,MS-DRG,[],ALLOW,ok,
professional,G8633,HCPCS,[],ALLOW,ok,
professional,85675,CPT,['TC'],ALLOW,ok,
professional,48999,CPT,[],ALLOW,ok,
institutional,66155,CPT,[],ALLOW,ok,
professional,G9980,HCPCS,[],ALLOW,ok,
professional,88341,CPT,['TC'],ALLOW,ok,
professional,L0980,HCPCS,['NU'],ALLOW,ok,
professional,63090,CPT,['U1'],ALLOW,ok,
institutional,31770,CPT,[],ALLOW,ok,
professional,36246,CPT,['U1'],ALLOW,ok,
professional,20200,CPT,[],ALLOW,ok,
professional,86603,CPT,['U1'],ALLOW,ok,
professional,25337,CPT,['U1'],ALLOW,ok,
professional,96131,CPT,['95'],ALLOW,ok,
professional,87300,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,G0289,HCPCS,[],ALLOW,ok,
professional,A4338,HCPCS,['RR'],ALLOW,ok,
professional,E2599,HCPCS,[],ALLOW,ok,
professional,E2394,HCPCS,['NU'],ALLOW,ok,
institutional,B2070ZZ,ICD,[],ALLOW,ok,
professional,70350,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,82164,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,J0475,HCPCS,[],ALLOW,ok,
professional,74420,CPT,[],ALLOW,ok,
professional,86816,CPT,[],ALLOW,ok,
professional,97803,CPT,['GQ'],ALLOW,ok,
institutional,61550,CPT,[],ALLOW,ok,
professional,E2613,HCPCS,['26'],DENY,mod.pctc_no_split,modifier 26 on a code with no professional/technical component split
professional,50606,CPT,['26'],DENY,mod.pctc_no_split,modifier 26 on a code with no professional/technical component split
professional,G0421,HCPCS,['GQ'],ALLOW,ok,
institutional,36470,CPT,[],ALLOW,ok,
institutional,61544,CPT,[],ALLOW,ok,
professional,86941,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,A4352,HCPCS,[],ALLOW,ok,
institutional,C7549,HCPCS,[],ALLOW,ok,
professional,L5617,HCPCS,['NU'],ALLOW,ok,
institutional,AOB,CSTM-ALL,[],REVIEW,type.custom,"plan-specific custom code, not comparable across payers"
professional,44156,CPT,['U1'],ALLOW,ok,
institutional,62281,CPT,[],ALLOW,ok,
professional,T1016,HCPCS,['U9'],ALLOW,ok,
professional,Q5104,HCPCS,[],ALLOW,ok,
professional,98926,CPT,['26'],ALLOW,ok,
professional,93893,CPT,['TC'],ALLOW,ok,
professional,E1808,HCPCS,['RR'],ALLOW,ok,
professional,51727,CPT,['U1'],ALLOW,ok,
professional,E0982,HCPCS,"['NU','RR','KE']",ALLOW,ok,
professional,86787,CPT,['TC'],ALLOW,ok,
professional,73501,CPT,['TC'],ALLOW,ok,
institutional,27698,CPT,[],ALLOW,ok,
professional,J1010,HCPCS,[],ALLOW,ok,
professional,87527,CPT,['U1'],ALLOW,ok,
professional,64771,CPT,[],ALLOW,ok,
professional,21339,CPT,['U1'],ALLOW,ok,
professional,85540,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,E2603,HCPCS,[],ALLOW,ok,
institutional,0158,RC,[],ALLOW,ok,
professional,E0791,HCPCS,['RR'],ALLOW,ok,
professional,78227,CPT,['U1'],ALLOW,ok,
professional,90713,CPT,['26'],ALLOW,ok,
professional,72132,CPT,['26'],ALLOW,ok,
professional,87046,CPT,[],ALLOW,ok,
institutional,24670,CPT,[],ALLOW,ok,
institutional,24149,CPT,[],ALLOW,ok,
professional,33692,CPT,[],ALLOW,ok,
institutional,27892,CPT,[],ALLOW,ok,
institutional,27886,CPT,[],ALLOW,ok,
professional,83662,CPT,['26'],ALLOW,ok,
institutional,0254,RC,[],ALLOW,ok,
professional,97166,CPT,['GQ'],ALLOW,ok,
professional,11750,CPT,[],ALLOW,ok,
professional,E1310,HCPCS,[],ALLOW,ok,
professional,86406,CPT,['26'],ALLOW,ok,
professional,74210,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,57283,CPT,[],ALLOW,ok,
professional,E0705,HCPCS,['NU'],ALLOW,ok,
professional,64840,CPT,[],ALLOW,ok,
professional,E0940,HCPCS,['UE'],ALLOW,ok,
professional,62165,CPT,['U1'],ALLOW,ok,
professional,99000,CPT,[],ALLOW,ok,
professional,L1630,HCPCS,['UE'],ALLOW,ok,
professional,82525,CPT,[],ALLOW,ok,
professional,96936,CPT,[],ALLOW,ok,
institutional,28299,CPT,[],ALLOW,ok,
institutional,11463,CPT,[],ALLOW,ok,
professional,85520,CPT,['U1'],ALLOW,ok,
professional,54800,CPT,[],ALLOW,ok,
professional,A4674,HCPCS,['NU'],ALLOW,ok,
professional,74270,CPT,['U1'],ALLOW,ok,
professional,94014,CPT,['26'],ALLOW,ok,
institutional,26665,CPT,[],ALLOW,ok,
professional,E1840,HCPCS,['KI'],ALLOW,ok,
professional,30320,CPT,[],ALLOW,ok,
professional,85032,CPT,['TC'],ALLOW,ok,
professional,33665,CPT,['U1'],ALLOW,ok,
institutional,26160,CPT,[],ALLOW,ok,
professional,01140,CPT,[],ALLOW,ok,
professional,69799,CPT,[],ALLOW,ok,
institutional,63268,CPT,[],ALLOW,ok,
professional,90832,CPT,['G0'],ALLOW,ok,
institutional,34471,CPT,[],ALLOW,ok,
institutional,0D194K9,ICD,[],ALLOW,ok,
professional,15013,CPT,[],ALLOW,ok,
institutional,C9759,HCPCS,[],ALLOW,ok,
professional,43335,CPT,['U1'],ALLOW,ok,
professional,J8560,HCPCS,[],ALLOW,ok,
professional,44121,CPT,[],ALLOW,ok,
professional,L1110,HCPCS,['NU'],ALLOW,ok,
institutional,60280,CPT,[],ALLOW,ok,
professional,C9358,HCPCS,[],DENY,range.prof_c_code,C-codes are OPPS hospital-outpatient (institutional) only
professional,87800,CPT,['26'],ALLOW,ok,
professional,35800,CPT,['U1'],ALLOW,ok,
institutional,0387,MS-DRG,[],ALLOW,ok,
professional,84156,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,L7045,HCPCS,['UE'],ALLOW,ok,
professional,87391,CPT,['TC'],ALLOW,ok,
professional,80323,CPT,['TC'],ALLOW,ok,
professional,L5677,HCPCS,[],ALLOW,ok,
professional,J0391,HCPCS,[],ALLOW,ok,
professional,21183,CPT,[],ALLOW,ok,
professional,81508,CPT,[],ALLOW,ok,
institutional,22845,CPT,[],ALLOW,ok,
professional,78491,CPT,['TC'],ALLOW,ok,
professional,93740,CPT,['U1'],ALLOW,ok,
professional,33710,CPT,['U1'],ALLOW,ok,
professional,87899,CPT,[],ALLOW,ok,
professional,77373,CPT,['TC'],ALLOW,ok,
professional,A4774,HCPCS,[],ALLOW,ok,
professional,E0670,HCPCS,['NU'],ALLOW,ok,
professional,20661,CPT,['U1'],ALLOW,ok,
professional,A7020,HCPCS,['RR'],ALLOW,ok,
professional,82656,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,L1900,HCPCS,['NU'],ALLOW,ok,
professional,82274,CPT,['26'],ALLOW,ok,
professional,62010,CPT,['U1'],ALLOW,ok,
professional,88161,CPT,['U1'],ALLOW,ok,
professional,99292,CPT,['GQ'],ALLOW,ok,
professional,85009,CPT,['TC'],ALLOW,ok,
professional,93786,CPT,[],ALLOW,ok,
professional,A6598,HCPCS,[],ALLOW,ok,
professional,25405,CPT,['U1'],ALLOW,ok,
professional,46020,CPT,[],ALLOW,ok,
professional,E0435,HCPCS,['RR'],ALLOW,ok,
professional,43240,CPT,['U1'],ALLOW,ok,
professional,V2308,HCPCS,[],ALLOW,ok,
professional,J1436,HCPCS,[],ALLOW,ok,
professional,J7604,HCPCS,[],ALLOW,ok,
professional,92997,CPT,['U1'],ALLOW,ok,
professional,80424,CPT,[],ALLOW,ok,
professional,56441,CPT,[],ALLOW,ok,
professional,E2225,HCPCS,[],ALLOW,ok,
professional,E2386,HCPCS,['UE'],ALLOW,ok,
professional,95925,CPT,['U1'],ALLOW,ok,
professional,G0535,HCPCS,[],ALLOW,ok,
professional,26372,CPT,[],ALLOW,ok,
professional,E1050,HCPCS,['KI'],ALLOW,ok,
professional,M0076,HCPCS,[],ALLOW,ok,
professional,45540,CPT,['U1'],ALLOW,ok,
professional,23460,CPT,[],ALLOW,ok,
professional,Q4285,HCPCS,[],ALLOW,ok,
professional,95971,CPT,['GQ'],ALLOW,ok,
professional,23920,CPT,[],ALLOW,ok,
institutional,0194,MS-DRG,[],ALLOW,ok,
professional,E0955,HCPCS,['KJ'],ALLOW,ok,
professional,86684,CPT,[],ALLOW,ok,
professional,56630,CPT,[],ALLOW,ok,
professional,29835,CPT,[],ALLOW,ok,
professional,69990,CPT,['U1'],ALLOW,ok,
professional,C9726,HCPCS,[],DENY,range.prof_c_code,C-codes are OPPS hospital-outpatient (institutional) only
professional,91318,CPT,[],ALLOW,ok,
professional,L5856,HCPCS,[],ALLOW,ok,
professional,71101,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,31717,CPT,['U1'],ALLOW,ok,
professional,87140,CPT,['TC'],ALLOW,ok,
professional,J1203,HCPCS,[],ALLOW,ok,
professional,B9002,HCPCS,['26'],DENY,mod.pctc_no_split,modifier 26 on a code with no professional/technical component split
professional,A9282,HCPCS,[],ALLOW,ok,
professional,85396,CPT,['TC'],ALLOW,ok,
professional,27323,CPT,[],ALLOW,ok,
professional,70110,CPT,['TC'],ALLOW,ok,
professional,28755,CPT,[],ALLOW,ok,
professional,95783,CPT,['TC'],ALLOW,ok,
professional,33270,CPT,[],ALLOW,ok,
professional,57410,CPT,[],ALLOW,ok,
professional,65273,CPT,['U1'],ALLOW,ok,
professional,99211,CPT,['G0'],ALLOW,ok,
professional,J2710,HCPCS,[],ALLOW,ok,
professional,73503,CPT,[],ALLOW,ok,
professional,K0056,HCPCS,['NU'],ALLOW,ok,
professional,84078,CPT,['U1'],ALLOW,ok,
institutional,43291,CPT,[],ALLOW,ok,
professional,67450,CPT,[],ALLOW,ok,
institutional,43285,CPT,[],ALLOW,ok,
professional,95866,CPT,[],ALLOW,ok,
professional,E0956,HCPCS,"['NU','UE','KE']",ALLOW,ok,
professional,93797,CPT,['G0'],ALLOW,ok,
professional,E0950,HCPCS,"['NU','RR','KE']",ALLOW,ok,
professional,L3677,HCPCS,[],ALLOW,ok,
professional,L2188,HCPCS,[],ALLOW,ok,
professional,93290,CPT,['U1'],ALLOW,ok,
professional,63272,CPT,['U1'],ALLOW,ok,
professional,E1083,HCPCS,['KJ'],ALLOW,ok,
professional,87641,CPT,['TC'],ALLOW,ok,
professional,91038,CPT,[],ALLOW,ok,
professional,78453,CPT,['U1'],ALLOW,ok,
professional,92522,CPT,['U1'],ALLOW,ok,
institutional,0867T,CPT,[],ALLOW,ok,
professional,80150,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,L5848,HCPCS,['NU'],ALLOW,ok,
professional,27303,CPT,['U1'],ALLOW,ok,
institutional,52285,CPT,[],ALLOW,ok,
institutional,0527T,CPT,[],ALLOW,ok,
professional,99204,CPT,['TC'],DENY,mod.pctc_no_split,modifier TC on a code with no professional/technical component split
professional,77522,CPT,['26'],ALLOW,ok,
professional,29819,CPT,[],ALLOW,ok,
professional,G9980,HCPCS,['G0'],ALLOW,ok,
professional,42809,CPT,['U1'],ALLOW,ok,
professional,L3763,HCPCS,['NU'],ALLOW,ok,
professional,58346,CPT,[],ALLOW,ok,
professional,22802,CPT,['U1'],ALLOW,ok,
professional,T1999,HCPCS,[],ALLOW,ok,
institutional,23466,CPT,[],ALLOW,ok,
professional,49507,CPT,[],ALLOW,ok,
professional,K0077,HCPCS,['UE'],ALLOW,ok,
institutional,23472,CPT,[],ALLOW,ok,
professional,E0880,HCPCS,['RR'],ALLOW,ok,
professional,E0480,HCPCS,['UE'],ALLOW,ok,
professional,S8451,HCPCS,['NU'],ALLOW,ok,
professional,J8541,HCPCS,[],ALLOW,ok,
institutional,43045,CPT,[],ALLOW,ok,
professional,S0595,HCPCS,[],ALLOW,ok,
professional,28475,CPT,[],ALLOW,ok,
institutional,43754,CPT,[],ALLOW,ok,
professional,27003,CPT,[],ALLOW,ok,
professional,81459,CPT,[],ALLOW,ok,
institutional,C7528,HCPCS,[],ALLOW,ok,
professional,95937,CPT,[],ALLOW,ok,
professional,L5270,HCPCS,[],ALLOW,ok,
institutional,0D198KB,ICD,[],ALLOW,ok,
professional,A4373,HCPCS,[],ALLOW,ok,
professional,E0651,HCPCS,['UE'],ALLOW,ok,
professional,20805,CPT,['U1'],ALLOW,ok,
professional,51590,CPT,[],ALLOW,ok,
professional,93924,CPT,['U1'],ALLOW,ok,
professional,J3285,HCPCS,[],ALLOW,ok,
professional,Q5125,HCPCS,[],ALLOW,ok,
professional,33321,CPT,[],ALLOW,ok,
professional,33974,CPT,['U1'],ALLOW,ok,
institutional,0D763ZZ,ICD,[],ALLOW,ok,
professional,L2200,HCPCS,['NU'],ALLOW,ok,
professional,50430,CPT,['U1'],ALLOW,ok,
professional,H0016,HCPCS,['HG'],ALLOW,ok,
professional,L6698,HCPCS,['NU'],ALLOW,ok,
institutional,C9738,HCPCS,[],ALLOW,ok,
professional,S2900,HCPCS,[],ALLOW,ok,
professional,J7203,HCPCS,[],ALLOW,ok,
professional,L2520,HCPCS,['UE'],ALLOW,ok,
professional,80408,CPT,[],ALLOW,ok,
institutional,53250,CPT,[],ALLOW,ok,
professional,73225,CPT,['26'],ALLOW,ok,
professional,93041,CPT,['U1'],ALLOW,ok,
institutional,33851,CPT,[],ALLOW,ok,
professional,E2619,HCPCS,"['RR','NU','KE']",ALLOW,ok,
professional,94660,CPT,['26'],ALLOW,ok,
professional,80422,CPT,['TC'],ALLOW,ok,
professional,86999,CPT,[],ALLOW,ok,
professional,88372,CPT,['TC'],ALLOW,ok,
professional,87490,CPT,['TC'],ALLOW,ok,
institutional,33845,CPT,[],ALLOW,ok,
professional,E2622,HCPCS,[],ALLOW,ok,
professional,93228,CPT,['95'],ALLOW,ok,
professional,84275,CPT,['26'],ALLOW,ok,
professional,K0608,HCPCS,"['UE','KF']",ALLOW,ok,
institutional,67999,CPT,[],ALLOW,ok,
professional,47120,CPT,[],ALLOW,ok,
professional,92542,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,48556,CPT,[],ALLOW,ok,
institutional,0593,MS-DRG,[],ALLOW,ok,
institutional,50290,CPT,[],ALLOW,ok,
professional,82575,CPT,['26'],ALLOW,ok,
professional,97597,CPT,['U1'],ALLOW,ok,
professional,82157,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,28630,CPT,['U1'],ALLOW,ok,
professional,E0171,HCPCS,['NU'],ALLOW,ok,
professional,E0986,HCPCS,['KI'],ALLOW,ok,
professional,L3251,HCPCS,[],ALLOW,ok,
professional,J0585,HCPCS,[],ALLOW,ok,
professional,11601,CPT,[],ALLOW,ok,
professional,K0849,HCPCS,['KJ'],ALLOW,ok,
professional,L2375,HCPCS,['NU'],ALLOW,ok,
institutional,28760,CPT,[],ALLOW,ok,
professional,50545,CPT,['U1'],ALLOW,ok,
professional,27690,CPT,[],ALLOW,ok,
professional,30000,CPT,[],ALLOW,ok,
professional,G0540,HCPCS,['GT'],ALLOW,ok,
institutional,25360,CPT,[],ALLOW,ok,
professional,45334,CPT,['U1'],ALLOW,ok,
professional,G0379,HCPCS,[],ALLOW,ok,
professional,L6570,HCPCS,[],ALLOW,ok,
institutional,26499,CPT,[],ALLOW,ok,
professional,0701T,CPT,['TC'],ALLOW,ok,
professional,54660,CPT,[],ALLOW,ok,
professional,E0196,HCPCS,['KI'],ALLOW,ok,
professional,19100,CPT,['U1'],ALLOW,ok,
professional,E0961,HCPCS,['NU'],ALLOW,ok,
professional,82947,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,20970,CPT,['U1'],ALLOW,ok,
professional,64620,CPT,[],ALLOW,ok,
professional,G9870,HCPCS,[],ALLOW,ok,
professional,E0325,HCPCS,['TC'],DENY,mod.pctc_no_split,modifier TC on a code with no professional/technical component split
professional,B4082,HCPCS,['NU'],ALLOW,ok,
professional,78801,CPT,['26'],ALLOW,ok,
professional,E0241,HCPCS,['RR'],ALLOW,ok,
professional,67400,CPT,['U1'],ALLOW,ok,
professional,84081,CPT,['TC'],ALLOW,ok,
professional,S9485,HCPCS,"['TG','HE','HA']",ALLOW,ok,
professional,86337,CPT,[],ALLOW,ok,
professional,K0826,HCPCS,['KH'],ALLOW,ok,
professional,83033,CPT,['TC'],ALLOW,ok,
institutional,59898,CPT,[],ALLOW,ok,
professional,L3209,HCPCS,[],ALLOW,ok,
professional,30400,CPT,['U1'],ALLOW,ok,
professional,92015,CPT,['26'],ALLOW,ok,
professional,96156,CPT,['G0'],ALLOW,ok,
professional,65400,CPT,[],ALLOW,ok,
institutional,ANS4,CSTM-ALL,[],REVIEW,type.custom,"plan-specific custom code, not comparable across payers"
professional,E0870,HCPCS,['26'],DENY,mod.pctc_no_split,modifier 26 on a code with no professional/technical component split
professional,81164,CPT,['26'],ALLOW,ok,
professional,69450,CPT,['U1'],ALLOW,ok,
professional,01260,CPT,[],ALLOW,ok,
professional,19086,CPT,[],ALLOW,ok,
professional,E2394,HCPCS,"['RR','KE']",ALLOW,ok,
professional,H0021,HCPCS,[],ALLOW,ok,
professional,99221,CPT,['26'],DENY,mod.pctc_no_split,modifier 26 on a code with no professional/technical component split
professional,76516,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
institutional,37160,CPT,[],ALLOW,ok,
professional,84300,CPT,['26'],ALLOW,ok,
professional,26715,CPT,['U1'],ALLOW,ok,
professional,G9064,HCPCS,[],ALLOW,ok,
professional,L5656,HCPCS,[],ALLOW,ok,
professional,82042,CPT,['U1'],ALLOW,ok,
professional,80197,CPT,[],ALLOW,ok,
professional,A4755,HCPCS,[],ALLOW,ok,
institutional,61790,CPT,[],ALLOW,ok,
professional,73200,CPT,['TC'],ALLOW,ok,
professional,86146,CPT,[],ALLOW,ok,
professional,92015,CPT,[],ALLOW,ok,
professional,77075,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,82550,CPT,['TC'],ALLOW,ok,
professional,T1040,HCPCS,['HB'],ALLOW,ok,
professional,20610,CPT,[],ALLOW,ok,
professional,31051,CPT,[],ALLOW,ok,
professional,78468,CPT,['U1'],ALLOW,ok,
professional,15832,CPT,['U1'],ALLOW,ok,
professional,62368,CPT,['26'],DENY,mod.pctc_no_split,modifier 26 on a code with no professional/technical component split
professional,J2910,HCPCS,[],ALLOW,ok,
professional,L5636,HCPCS,['UE'],ALLOW,ok,
professional,92145,CPT,['TC'],ALLOW,ok,
professional,63307,CPT,['U1'],ALLOW,ok,
professional,G0416,HCPCS,['TC'],ALLOW,ok,
institutional,27470,CPT,[],ALLOW,ok,
professional,15157,CPT,['U1'],ALLOW,ok,
professional,35563,CPT,[],ALLOW,ok,
institutional,0174,RC,[],ALLOW,ok,
professional,G0514,HCPCS,[],ALLOW,ok,
professional,11470,CPT,[],ALLOW,ok,
professional,E2204,HCPCS,[],ALLOW,ok,
institutional,27458,CPT,[],ALLOW,ok,
professional,61343,CPT,[],ALLOW,ok,
professional,P9047,HCPCS,[],ALLOW,ok,
professional,L1685,HCPCS,['RR'],ALLOW,ok,
professional,E2322,HCPCS,['TC'],DENY,mod.pctc_no_split,modifier TC on a code with no professional/technical component split
professional,64451,CPT,[],ALLOW,ok,
professional,E2621,HCPCS,"['NU','KE']",ALLOW,ok,
institutional,24498,CPT,[],ALLOW,ok,
professional,54411,CPT,[],ALLOW,ok,
professional,E2367,HCPCS,"['NU','KE']",ALLOW,ok,
professional,43281,CPT,[],ALLOW,ok,
professional,64911,CPT,[],ALLOW,ok,
institutional,0278,RC,[],ALLOW,ok,
professional,99151,CPT,[],ALLOW,ok,
institutional,0277,MS-DRG,[],ALLOW,ok,
professional,E0948,HCPCS,['UE'],ALLOW,ok,
professional,84165,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,30801,CPT,[],ALLOW,ok,
institutional,NUT,CSTM-ALL,[],REVIEW,type.custom,"plan-specific custom code, not comparable across payers"
institutional,43496,CPT,[],ALLOW,ok,
professional,36590,CPT,[],ALLOW,ok,
professional,Q4166,HCPCS,[],ALLOW,ok,
professional,93609,CPT,[],ALLOW,ok,
professional,75860,CPT,[],ALLOW,ok,
professional,88152,CPT,['U1'],ALLOW,ok,
professional,L1933,HCPCS,['NU'],ALLOW,ok,
professional,82247,CPT,['26'],ALLOW,ok,
institutional,0548,RC,[],ALLOW,ok,
professional,28102,CPT,['U1'],ALLOW,ok,
professional,88020,CPT,[],ALLOW,ok,
professional,45560,CPT,[],ALLOW,ok,
professional,92270,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,65091,CPT,['U1'],ALLOW,ok,
professional,93505,CPT,[],ALLOW,ok,
professional,90853,CPT,['HF'],ALLOW,ok,
professional,S8999,HCPCS,['NU'],ALLOW,ok,
professional,75635,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,T1004,HCPCS,[],ALLOW,ok,
institutional,17273,CPT,[],ALLOW,ok,
professional,93261,CPT,['TC'],ALLOW,ok,
professional,82088,CPT,['TC'],ALLOW,ok,
professional,45820,CPT,[],ALLOW,ok,
professional,43273,CPT,['U1'],ALLOW,ok,
professional,E0562,HCPCS,['TC'],DENY,mod.pctc_no_split,modifier TC on a code with no professional/technical component split
professional,E0372,HCPCS,[],ALLOW,ok,
professional,E0163,HCPCS,['UE'],ALLOW,ok,
professional,PRO5,CSTM-ALL,[],REVIEW,type.custom,"plan-specific custom code, not comparable across payers"
professional,66682,CPT,[],ALLOW,ok,
professional,63190,CPT,[],ALLOW,ok,
professional,K0040,HCPCS,"['NU','KE']",ALLOW,ok,
professional,10160,CPT,[],ALLOW,ok,
professional,87808,CPT,['26'],ALLOW,ok,
professional,76885,CPT,['U1'],ALLOW,ok,
professional,L5580,HCPCS,['NU'],ALLOW,ok,
institutional,DG22DZZ,ICD,[],ALLOW,ok,
institutional,65450,CPT,[],ALLOW,ok,
institutional,0442,MS-DRG,[],ALLOW,ok,
professional,54405,CPT,['U1'],ALLOW,ok,
institutional,33288,CPT,[],ALLOW,ok,
institutional,64491,CPT,[],ALLOW,ok,
professional,44010,CPT,['U1'],ALLOW,ok,
institutional,0484T,CPT,[],ALLOW,ok,
professional,S0271,HCPCS,[],ALLOW,ok,
professional,G3003,HCPCS,['GQ'],ALLOW,ok,
professional,31510,CPT,[],ALLOW,ok,
institutional,67340,CPT,[],ALLOW,ok,
professional,52305,CPT,['U1'],ALLOW,ok,
professional,A5505,HCPCS,[],ALLOW,ok,
professional,01810,CPT,[],ALLOW,ok,
professional,25443,CPT,[],ALLOW,ok,
institutional,67445,CPT,[],ALLOW,ok,
professional,E1800,HCPCS,['RR'],ALLOW,ok,
professional,S5550,HCPCS,[],ALLOW,ok,
professional,86807,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,35022,CPT,[],ALLOW,ok,
professional,82239,CPT,[],ALLOW,ok,
professional,M0201,HCPCS,['TC'],ALLOW,ok,
professional,0898T,CPT,['26'],ALLOW,ok,
professional,L0480,HCPCS,[],ALLOW,ok,
professional,00770,CPT,[],ALLOW,ok,
professional,86162,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,24155,CPT,['U1'],ALLOW,ok,
professional,84105,CPT,['U1'],ALLOW,ok,
professional,61796,CPT,['U1'],ALLOW,ok,
professional,63052,CPT,['TC'],DENY,mod.pctc_no_split,modifier TC on a code with no professional/technical component split
institutional,21088,CPT,[],ALLOW,ok,
professional,99222,CPT,['G0'],ALLOW,ok,
professional,82135,CPT,[],ALLOW,ok,
professional,K0065,HCPCS,['NU'],ALLOW,ok,
professional,54150,CPT,[],ALLOW,ok,
professional,72074,CPT,['26'],ALLOW,ok,
professional,97154,CPT,['HP'],ALLOW,ok,
institutional,15272,CPT,[],ALLOW,ok,
institutional,0651,MS-DRG,[],ALLOW,ok,
professional,L8310,HCPCS,['NU'],ALLOW,ok,
professional,52270,CPT,['U1'],ALLOW,ok,
professional,K0001,HCPCS,['26'],DENY,mod.pctc_no_split,modifier 26 on a code with no professional/technical component split
professional,E2620,HCPCS,['26'],DENY,mod.pctc_no_split,modifier 26 on a code with no professional/technical component split
professional,A6205,HCPCS,[],ALLOW,ok,
professional,42665,CPT,['U1'],ALLOW,ok,
institutional,54150,CPT,[],ALLOW,ok,
professional,L5624,HCPCS,['NU'],ALLOW,ok,
professional,38555,CPT,[],ALLOW,ok,
professional,80338,CPT,[],ALLOW,ok,
professional,86972,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,47610,CPT,[],ALLOW,ok,
professional,E2605,HCPCS,"['NU','KE']",ALLOW,ok,
professional,50080,CPT,[],ALLOW,ok,
professional,78226,CPT,[],ALLOW,ok,
professional,S9327,HCPCS,[],ALLOW,ok,
professional,49451,CPT,['U1'],ALLOW,ok,
professional,72142,CPT,[],ALLOW,ok,
professional,V5100,HCPCS,[],ALLOW,ok,
institutional,D92DHZZ,ICD,[],ALLOW,ok,
institutional,45384,CPT,[],ALLOW,ok,
professional,44800,CPT,['U1'],ALLOW,ok,
